phases,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li Y Sb S N,174,28.8,25.3,0.0,12.9,14.8,False
Li Si B Br F,174,52.9,31.7,1.0,6.0,1.8,True
Li Ca Ti I Cl,174,23.4,33.9,2.0,19.3,21.4,False
Li La Si Te S,174,21.8,117.0,1.0,11.2,11.4,False
Li Zr Sn Se Cl,174,10.2,3.6,0.0,9.5,8.0,False
Li Y Te P S,174,21.8,89.1,2.0,12.3,14.4,False
Cs Li Zr S Br,174,7.1,110.5,3.0,20.4,22.6,False
Li Ta Ga I O,174,63.5,7.9,2.0,9.5,7.8,False
Li Ca La Cl O,174,32.5,2.8,1.0,22.9,24.8,False
Cs Ba Li S Cl,174,1.8,21.5,1.0,27.6,29.8,False
Li La Te Br N,174,56.8,,,10.8,11.6,False
Cs Li Zr Se O,174,46.0,110.5,3.0,20.8,23.0,False
Sr Li Y S Cl,174,1.8,26.9,1.0,25.1,27.0,False
Li Nb Zn Te Cl,174,24.0,7.3,3.0,11.1,9.2,False
Li Y Te P O,174,64.3,89.1,2.0,12.1,14.2,False
Sr Li V Cl F,174,40.3,69.8,3.0,19.4,21.6,True
Li Mg Ti I Br,174,13.2,1.0,2.0,11.2,9.8,False
Li Y Zr N F,174,10.9,20.9,1.0,20.7,22.0,False
Li Y Ge N F,174,10.9,35.1,1.0,13.7,15.0,True
Li Sn Sb Te F,174,73.9,0.0,1.0,6.1,2.4,False
Li Y W N Cl,174,26.5,35.7,3.0,18.9,20.2,False
Li Y Mg Se I,174,12.0,20.9,1.0,13.9,15.2,False
Li Ti W S F,174,42.9,11.1,2.0,14.5,12.8,False
Li Gd P N Cl,174,26.5,95.5,2.0,12.6,14.0,False
Ba Li Nb Se Cl,174,10.2,81.7,3.0,19.0,21.0,False
Sr Li Si I F,174,73.1,144.4,2.0,12.8,15.0,False
Li Ti Sb I Br,174,13.2,2.6,1.0,8.8,8.6,False
Li Mg W Br N,174,37.9,12.2,4.0,11.9,9.6,False
Li Zn Ge Br Cl,174,9.0,14.3,2.0,7.1,3.4,True
Li V Zn I Cl,174,23.4,13.2,3.0,10.9,9.2,False
Li Nb B S F,174,42.9,100.0,2.0,8.7,7.0,True
Li Nb Br N F,174,52.9,,,9.2,8.2,True
Sr Li Sb Br N,175,37.9,59.0,1.0,13.1,15.6,False
Li La Y Se O,175,46.0,12.7,0.0,22.5,23.8,False
Li Sc Al Te F,175,73.9,31.1,0.0,11.0,9.6,False
Li Ca P I F,175,73.1,107.3,3.0,12.7,15.6,False
Li B Br Cl O,175,44.4,,,6.2,4.0,True
Ba Li Te W F,175,73.9,94.3,4.0,18.6,20.6,False
Ba Li Sn Te I,175,0.5,79.5,2.0,12.8,14.8,False
Li Zr Si Se O,175,46.0,59.3,0.0,9.1,7.6,False
Li Ca Ta Se S,175,8.2,39.0,3.0,19.2,21.0,False
K Li Mo Br O,175,44.4,96.1,5.0,18.7,21.0,False
Li Ta Si Br N,175,37.9,51.9,1.0,10.0,8.2,False
Li Sc Se O F,175,54.6,,,9.3,10.0,True
Li Sc Zn Cl F,175,40.3,0.6,1.0,12.1,11.0,False
Rb Li Al S O,175,34.9,145.9,2.0,14.6,16.8,True
Li Ca Br Cl O,175,44.4,,,12.9,17.2,True
Sr Li I N F,175,73.1,,,12.8,15.6,True
Li Ti Mo Br F,175,52.9,9.9,2.0,15.2,13.8,False
K Li Ca N Cl,175,26.5,33.3,1.0,28.4,30.6,False
Sr Li Zn Br F,175,52.9,50.0,0.0,15.2,17.4,False
Li Ca Sn I Cl,175,23.4,37.3,2.0,12.9,15.0,False
Li Sc Sn Se Cl,175,10.2,6.6,1.0,9.6,8.2,False
Cs Li Mo Cl O,175,32.5,133.5,5.0,19.3,21.6,True
Sr Li In Se F,175,54.6,40.4,1.0,13.7,15.6,False
Ba Li P I F,175,73.1,170.9,3.0,12.9,16.0,True
Li Ti In Te Se,175,12.5,10.4,1.0,10.5,8.8,False
Li Ta Ti N O,175,4.8,3.9,1.0,16.9,15.2,False
Li Ca Ga O F,175,5.9,50.0,1.0,13.7,15.6,False
K Li V Se Br,175,1.1,95.5,4.0,19.2,21.4,False
Li Sn Ge Cl F,175,40.3,7.8,0.0,6.6,2.0,True
K Sr Li Cl F,175,40.3,15.2,1.0,27.9,30.4,False
Ba Li Al S I,175,21.2,120.7,1.0,13.4,15.4,False
Li Zr Zn I Br,175,13.2,2.3,2.0,11.2,10.0,False
Li Nb Sn N Cl,175,26.5,1.2,1.0,10.5,8.6,False
Li Ga P Br Cl,175,9.0,38.2,2.0,6.4,3.0,True
Sr Li Sn Br F,175,52.9,59.0,2.0,13.4,15.6,False
Cs Li In Te N,175,56.8,92.6,2.0,16.6,18.8,False
Li Ta Se Br Cl,175,10.2,,,9.1,9.6,True
Li Sc Nb Br O,175,44.4,7.9,2.0,15.3,14.0,False
Li Ga B S F,175,42.9,85.4,0.0,6.1,1.8,True
Cs Li In Te N,175,56.8,92.6,2.0,16.6,18.8,False
Sr Li Mg Te O,175,64.3,53.5,0.0,15.1,17.0,False
Li Sn B Br Cl,175,9.0,102.4,1.0,6.0,1.6,True
Li Mg Ge I O,175,63.5,11.7,2.0,6.4,2.6,False
K Li Zn Br F,175,52.9,72.7,1.0,15.9,18.4,True
Li Ca Te W F,175,73.9,48.7,4.0,18.4,20.2,False
Li Zr In Br Cl,175,9.0,9.3,1.0,10.4,9.2,False
Li Ta Se Br Cl,175,10.2,,,9.1,9.6,True
Li Y W Cl F,175,40.3,35.7,3.0,18.2,19.8,False
Sr Li Ti S F,175,42.9,55.0,2.0,19.3,21.2,False
Li Mg Al Br N,175,37.9,27.4,1.0,9.3,5.4,False
Li La Al Te Cl,175,24.0,73.6,0.0,12.4,12.6,False
Li Ta In N F,175,10.9,14.6,2.0,11.4,9.6,True
Li Y Te S I,175,21.8,,,11.3,14.4,False
Li La Zn Te Cl,175,24.0,33.2,1.0,13.2,13.4,False
Li Zr Ti S N,175,28.8,1.0,0.0,17.5,16.0,False
Ba Li N Cl F,176,40.3,,,13.3,16.2,True
Li Sb Mo Br F,176,52.9,7.1,3.0,8.9,8.2,False
Li Sc Te S Cl,176,24.0,,,9.0,9.4,True
Li Al Mo Cl F,176,40.3,14.8,3.0,10.5,8.6,True
Sr Li Mg I N,176,56.1,53.5,0.0,15.9,17.8,False
Li Sc Al Cl F,176,40.3,31.1,0.0,11.3,10.2,False
Li Mg Sc N F,176,10.9,2.9,1.0,13.2,11.8,False
Li Zn I Br Cl,176,23.4,,,7.5,6.0,False
Li Y Ga Se N,176,39.4,36.8,0.0,14.9,16.2,False
Li Ti Ge Cl F,176,40.3,10.6,0.0,9.8,8.4,False
K Li La Se N,176,39.4,29.7,2.0,25.6,27.8,False
Li Mo Se I N,176,56.1,,,8.0,6.4,True
Li La Sb Se Cl,176,10.2,41.2,0.0,10.8,12.2,False
Ba Li Br O F,176,52.9,,,13.3,17.8,True
Li La Al Se Cl,176,10.2,73.6,0.0,12.2,12.4,False
Li Y Te I Cl,176,24.0,,,12.0,15.4,False
Li Sn W Br Cl,176,9.0,8.3,2.0,9.0,7.0,False
Cs Li P Br N,176,37.9,229.1,4.0,14.6,17.4,True
Li V Sn S N,176,28.8,6.8,1.0,10.6,8.6,False
Li La Si I N,176,56.1,117.0,1.0,11.8,12.0,False
K Li Sc S I,176,21.2,71.8,2.0,20.0,22.2,False
Li La Ta S Cl,176,1.8,42.9,2.0,17.2,17.4,False
Ba Li Ti I Cl,176,23.4,75.0,2.0,19.5,21.8,False
Li Hf P N O,176,4.8,54.5,1.0,10.2,9.2,True
Li Al In Te I,176,0.5,39.3,0.0,7.0,2.6,False
Li La Zr Se O,176,46.0,36.3,1.0,18.0,18.2,False
Li Ta Sn Cl F,176,40.3,1.2,1.0,9.9,8.4,False
Li Te Mo Br F,176,73.9,,,8.9,8.8,True
Sr Li Gd S O,176,34.9,22.8,1.0,24.1,26.0,False
Li Zn Sn Te S,176,21.8,6.0,2.0,7.4,3.4,False
Sr Li Ca Te N,176,56.8,15.8,0.0,28.3,30.2,False
Li Sc P I F,176,73.1,60.9,2.0,9.5,9.2,True
Li Ta S I F,176,73.1,,,9.1,9.8,True
K Li B Te F,176,73.9,270.7,2.0,13.6,16.0,True
Li La Sb Se O,176,46.0,41.2,0.0,10.8,12.2,False
Li In Ga Cl O,176,32.5,23.7,0.0,7.0,2.6,True
Li Nb Sn Se S,176,8.2,1.2,1.0,9.3,7.4,False
Li Ca Sn Br Cl,176,9.0,37.3,2.0,13.1,15.2,False
Cs K Li Se N,176,39.4,19.1,0.0,30.4,32.6,False
Li V Br Cl F,176,52.9,,,10.1,10.6,True
Li In B S Br,176,7.1,129.3,0.0,5.6,1.2,False
Li Sc Al Te N,176,56.8,31.1,0.0,12.6,11.2,False
Cs Li Ti Se Cl,176,10.2,112.5,3.0,20.4,22.6,False
Sr Li Nb S F,176,42.9,61.0,3.0,18.9,20.8,False
Ba Li Te W S,176,21.8,94.3,4.0,18.6,20.6,False
Li Ge B Te Cl,176,24.0,87.8,1.0,5.8,1.0,True
Li Zr Si Te I,176,0.5,59.3,0.0,8.9,7.4,False
Cs Li Te P Br,176,13.7,229.1,4.0,13.6,16.6,False
Li In Sn Br F,176,52.9,13.3,1.0,6.9,2.6,False
Li Ca In S Br,176,7.1,21.3,1.0,13.0,14.8,False
Li Sc Mo I O,176,63.5,14.2,3.0,14.5,13.2,False
Ba Li Te W N,176,56.8,94.3,4.0,20.2,22.2,False
Li Sb W S F,176,42.9,8.3,3.0,8.3,7.2,False
Li V Te S N,176,56.8,,,9.0,7.6,True
Cs Li Sn Te O,176,64.3,118.1,3.0,14.2,16.4,False
Li Sn Sb Te I,176,0.5,0.0,1.0,5.5,1.8,False
Li V Sb I N,176,56.1,6.8,2.0,9.0,7.6,False
Sr Li Si I Br,176,13.2,144.4,2.0,12.4,14.6,False
Li Ti Sb Se I,176,12.0,2.6,1.0,8.5,8.0,False
Li Ti Mo Se F,176,54.6,9.9,2.0,14.9,13.2,False
Li Y Zr S O,177,34.9,20.9,1.0,18.9,20.2,False
Li Zr Ge I N,177,56.1,11.7,0.0,10.3,8.8,False
Li Hf In S O,177,34.9,10.6,1.0,9.8,8.2,False
Li Zr Al Br F,177,52.9,27.4,1.0,11.0,9.8,False
Li Hf Si S O,177,34.9,57.4,0.0,8.8,7.2,False
Ba Li Te I Cl,177,24.0,,,12.7,16.8,False
Li Zr Ti S I,177,21.2,1.0,0.0,15.3,13.8,False
Li Ge Mo S Cl,177,1.8,0.6,2.0,8.4,6.2,False
Li Sn Mo Se F,177,54.6,7.1,2.0,9.0,6.8,False
Li La Se Br N,177,39.4,,,10.6,11.4,False
Li Y Al Br Cl,177,9.0,54.1,0.0,13.6,15.2,False
Li Ta In Se N,177,39.4,14.6,2.0,11.6,9.8,False
Li Sc Sb S F,177,42.9,6.6,0.0,9.2,9.0,False
Li Zr V I O,177,63.5,10.6,1.0,14.8,13.4,False
Li La Mo S Cl,177,1.8,51.2,3.0,16.4,16.6,False
Li Mg Mo O F,177,5.9,11.0,4.0,10.9,8.8,False
Li Y Si Se Br,177,1.1,92.6,1.0,11.7,13.0,False
Li Mg Al I F,177,73.1,27.4,1.0,8.4,4.8,False
Li Ca Y Se I,177,12.0,9.6,1.0,24.8,26.6,False
Li La Y N F,177,10.9,12.7,0.0,24.1,25.4,False
Sr Li Mg Se I,177,12.0,53.5,0.0,14.5,16.4,False
Li Ca Te W S,177,21.8,48.7,4.0,18.4,20.2,False
Li Ta Te O F,177,73.9,,,8.9,9.0,True
Li La W S F,177,42.9,52.9,3.0,16.4,16.6,False
Li Ge Se Br Cl,177,10.2,,,5.9,3.2,False
Li Sc Se S Cl,177,10.2,,,9.0,9.6,False
Li Y Zn Br N,177,37.9,18.2,1.0,15.3,16.6,False
Li Y Sn I Cl,177,23.4,25.3,1.0,12.4,14.0,False
K Li Sb Te I,177,0.5,83.1,2.0,13.0,16.4,False
Li V Sb Se F,177,54.6,6.8,2.0,8.8,8.0,True
K Li Ga S Cl,177,1.8,100.0,2.0,14.2,16.4,False
Li Nb Al I N,177,56.1,21.5,2.0,11.1,9.2,False
Li Zr Te Mo O,177,64.3,11.0,2.0,15.1,13.6,False
Cs Li Mo S Cl,177,1.8,133.5,5.0,19.2,21.4,False
Li Zr Mo Br N,177,37.9,11.0,2.0,16.1,14.6,False
Li Y Ge Br N,177,37.9,35.1,1.0,13.3,14.6,False
Li Y Ge Br N,177,37.9,35.1,1.0,13.3,14.6,False
Li Gd Ta N O,177,4.8,31.1,2.0,19.4,20.2,False
Li Zr Nb S I,177,21.2,4.9,1.0,14.9,13.4,False
Li Te W Br Cl,177,24.0,,,8.6,8.4,False
Li Ge W Se S,177,8.2,0.4,2.0,8.7,6.4,False
Rb Li Ti S Cl,177,1.8,94.9,3.0,20.0,22.2,False
Li Si Mo Se I,177,12.0,43.5,2.0,8.0,5.8,False
Sr Li Mo Se O,177,46.0,70.3,4.0,18.3,20.2,False
Li Zr In Se I,177,12.0,9.3,1.0,9.7,8.2,False
K Li Sn Br Cl,177,9.0,83.1,3.0,13.9,16.4,False
Li Zn Te Mo S,177,21.8,13.5,4.0,11.0,8.8,False
Ba Sr Li Te N,177,56.8,12.9,0.0,28.6,30.6,False
Li B W Se N,177,39.4,87.0,3.0,10.1,8.0,True
Ba Li B S Cl,177,1.8,263.4,1.0,12.4,14.6,True
Li Sc Ti Cl F,177,40.3,3.9,1.0,16.7,15.6,False
K Li Mg Te I,178,0.5,76.7,1.0,15.4,17.6,False
Li B Mo Se F,178,54.6,89.0,3.0,8.6,6.6,True
Sr Li Sn S I,178,21.2,59.0,2.0,12.3,14.2,False
Ba Li Mo S I,178,21.2,92.3,4.0,17.8,19.8,False
Li Sn Mo Se N,178,39.4,7.1,2.0,10.6,8.4,False
Li Y Sn S I,178,21.2,25.3,1.0,11.7,13.0,False
Li Zr Ga Se F,178,54.6,13.2,1.0,10.5,9.0,False
Ba Li Ca Te Cl,178,24.0,30.7,0.0,26.6,28.6,False
Li Si B I F,178,73.1,31.7,1.0,5.8,1.6,True
Li Y P Se N,178,39.4,89.1,2.0,13.5,15.4,False
Li Ge Te Br Cl,178,24.0,,,5.9,3.0,False
Cs Li In S Cl,178,1.8,92.6,2.0,14.4,16.6,False
Li Sc Ga N Cl,178,26.5,16.4,0.0,11.8,10.4,False
Li Mg Ta S I,178,21.2,4.9,3.0,10.6,8.8,False
Li Ti Te I Br,178,13.7,,,8.8,9.2,False
Li B Sb I Cl,178,23.4,102.4,0.0,5.8,2.6,True
Li Ga S Br F,178,52.9,,,6.6,4.6,True
Li Hf Ti N O,178,4.8,0.2,0.0,17.2,15.6,False
Li B Te I Cl,178,24.0,,,5.8,3.2,False
Li Ti Mo Se N,178,39.4,9.9,2.0,16.5,14.8,False
Ba Li In I O,178,63.5,58.5,1.0,13.1,15.2,False
Ba Li Zr Se I,178,12.0,73.3,2.0,19.4,21.4,False
Li Ta Sb N Cl,178,26.5,1.2,2.0,9.6,8.4,False
Li Ca Hf Se O,178,46.0,34.1,2.0,19.4,21.2,False
Li Ti W Br Cl,178,9.0,11.1,2.0,14.8,13.4,False
Sr Li V Br O,178,44.4,69.8,3.0,18.4,20.4,False
Cs Li In S Cl,178,1.8,92.6,2.0,14.4,16.6,False
Sr Li Y N Cl,178,26.5,26.9,1.0,26.7,28.6,False
Li V Sb I Br,178,13.2,6.8,2.0,8.5,8.0,False
Rb Li B Cl O,178,32.5,304.9,2.0,13.3,15.8,True
Li Ti Te I F,178,73.9,,,9.2,9.6,False
Ba Li Mo I O,178,63.5,92.3,4.0,17.9,20.0,False
Li Ti Te I F,178,73.9,,,9.2,9.6,False
K Li Al Se Br,178,1.1,125.2,2.0,14.4,16.6,False
Sr Li Sn N F,178,10.9,59.0,2.0,14.5,16.4,False
Li Ge B Se Cl,178,10.2,87.8,1.0,5.6,0.8,False
Li Hf Si S Cl,178,1.8,57.4,0.0,8.8,7.2,False
Li Ti V Br N,178,37.9,9.5,1.0,16.3,14.6,False
Li Ti V Br N,178,37.9,9.5,1.0,16.3,14.6,False
Li La I N O,178,63.5,,,10.3,11.2,False
Li La Ga S N,178,28.8,54.2,0.0,13.6,13.8,False
Li Zn Sn Te I,178,0.5,6.0,2.0,6.8,2.8,False
Li Ca W I N,178,56.1,48.7,4.0,19.0,20.8,False
Li Y Si Te O,178,64.3,92.6,1.0,12.1,13.4,False
Li Mg Nb Cl O,178,32.5,4.9,3.0,11.0,9.2,False
Li La Te P I,178,0.5,113.1,2.0,10.6,11.6,False
Sr Li Zn N F,178,10.9,50.0,0.0,16.3,18.2,True
Li Zn In I Cl,178,23.4,6.8,1.0,7.7,4.0,False
Ba Li In S I,178,21.2,58.5,1.0,13.0,15.0,False
K Li Mg Te I,178,0.5,76.7,1.0,15.4,17.6,False
Li Y Ti I Cl,179,23.4,22.1,1.0,18.8,20.4,False
Li Nb Al Br O,179,44.4,21.5,2.0,9.8,8.0,False
Li Zn Ga Br Cl,179,9.0,15.8,1.0,8.1,4.4,False
Cs Li In Cl O,179,32.5,92.6,2.0,14.5,16.8,True
Li Y Ti I Cl,179,23.4,22.1,1.0,18.8,20.4,False
Li Mg Ta Se Cl,179,10.2,4.9,3.0,11.2,9.4,False
Li Gd Ti N Cl,179,26.5,26.2,1.0,19.6,20.4,False
K Li Zn Te I,179,0.5,72.7,1.0,15.2,17.4,False
Ba Li Sb I Cl,179,23.4,79.5,1.0,12.7,16.2,False
Li Gd Zn N Cl,179,26.5,22.2,1.0,15.0,15.8,False
Ba Sr Li Cl F,179,40.3,12.9,0.0,27.3,29.6,False
Li Sc Ge N Cl,179,26.5,14.9,1.0,10.8,9.4,False
Li P W Se F,179,54.6,39.4,1.0,8.5,7.0,True
Li Nb Sn Te Cl,179,24.0,1.2,1.0,9.3,7.4,False
Li Nb Sn Te Cl,179,24.0,1.2,1.0,9.3,7.4,False
Ba Li Ta Se F,179,54.6,81.7,3.0,19.4,21.4,False
Li V In Te F,179,73.9,20.9,2.0,10.0,8.0,False
Cs Li Si Se F,179,54.6,235.2,3.0,13.8,16.0,False
Sr Li Te P Br,179,13.7,140.0,3.0,12.5,15.2,False
Li In Mo Br O,179,44.4,21.3,3.0,9.1,7.0,False
Li Ta In S I,179,21.2,14.6,2.0,9.2,7.4,False
Li Sn Sb Te S,179,21.8,0.0,1.0,6.1,2.4,False
Li Ta Nb Br O,179,44.4,0.0,0.0,14.9,13.2,False
Li Zr Sb Se S,179,8.2,3.6,1.0,9.3,9.0,False
Cs Li Te Se Cl,179,24.0,,,13.6,17.6,False
Sr Li In I N,179,56.1,40.4,1.0,14.5,16.4,False
Li Zr Al I F,179,73.1,27.4,1.0,10.8,9.6,False
Li La Sn Te O,179,64.3,41.2,1.0,11.4,11.6,False
Li Ga Sb Br Cl,179,9.0,9.2,0.0,6.4,3.4,False
Li Zr Te I N,179,56.8,,,8.9,8.0,False
Li Ti Zn I F,179,73.1,3.3,2.0,11.4,10.0,False
Li Sc Sb S I,179,21.2,6.6,0.0,8.6,8.4,False
Li Ca Ge Te Cl,179,24.0,48.1,2.0,12.8,14.6,False
Li La Mo Cl O,179,32.5,51.2,3.0,16.5,16.8,False
Cs Li Mg S F,179,42.9,110.5,1.0,16.0,18.2,True
Ba Li Gd Te S,179,21.8,38.6,1.0,24.8,26.8,False
Li Ga Br Cl O,179,44.4,,,6.6,4.6,True
Li P W I F,179,73.1,39.4,1.0,8.6,7.4,True
Li Mg Zn Te Se,179,12.5,2.3,0.0,9.5,5.6,False
K Li Zr Te S,179,21.8,76.7,3.0,20.8,23.0,False
Li Ta B S I,179,21.2,100.0,2.0,8.2,6.6,False
Li Y Te Mo O,179,64.3,34.2,3.0,17.9,19.2,False
Li Sc Ge N Cl,179,26.5,14.9,1.0,10.8,9.4,False
Li V Ga Te N,179,56.8,2.3,2.0,11.8,9.8,False
Li Ta Se I O,179,63.5,,,8.3,8.6,True
Li La Zr S I,179,21.2,36.3,1.0,17.4,17.6,False
Li Y B Cl F,179,40.3,153.7,0.0,12.6,14.4,True
Li Al P I Br,179,13.2,22.7,2.0,6.1,2.8,False
Ba Sr Li Cl F,179,40.3,12.9,0.0,27.3,29.6,False
Ba Li Ca S Br,179,7.1,30.7,0.0,26.0,28.0,False
Li V Ga I N,179,56.1,2.3,2.0,10.8,8.8,False
Li Sc W Cl O,179,32.5,15.4,3.0,14.7,13.4,False
Li Sc W Cl O,179,32.5,15.4,3.0,14.7,13.4,False
Li Zr In Te Br,179,13.7,9.3,1.0,10.1,8.6,False
Li Y B Cl F,179,40.3,153.7,0.0,12.6,14.4,True
Li Ti Sn I F,179,73.1,2.6,0.0,9.6,8.2,False
K Li W Se N,179,39.4,98.3,5.0,20.6,22.8,False
Li B P Br F,180,52.9,34.1,2.0,6.2,2.6,True
Li Sc Zn Br O,180,44.4,0.6,1.0,11.1,9.8,False
Li Hf Si Br O,180,44.4,57.4,0.0,8.7,7.2,False
Li Sb W S Br,180,7.1,8.3,3.0,7.9,6.8,False
K Li In S Br,180,7.1,61.7,2.0,13.8,16.0,False
Li Zr V S F,180,42.9,10.6,1.0,15.3,13.8,False
K Li Mo N Cl,180,26.5,96.1,5.0,20.4,22.6,False
Li Al W Se I,180,12.0,13.6,3.0,9.3,7.0,False
Li Ca B S Br,180,7.1,178.0,1.0,12.0,14.0,False
Li Ta V Cl O,180,32.5,5.5,0.0,14.9,13.2,False
Li Ge B Cl O,180,32.5,87.8,1.0,5.5,0.8,True
Li In Mo Cl F,180,40.3,21.3,3.0,10.1,8.2,True
Li Zr W N Cl,180,26.5,12.2,2.0,16.1,14.6,False
Li Ti B Te Se,180,12.5,107.7,1.0,9.5,8.0,False
Li Ta Se S F,180,54.6,,,8.8,9.0,True
Li Ge Mo Se N,180,39.4,0.6,2.0,10.4,8.2,False
Sr Li I Br N,180,56.1,,,12.4,15.2,True
Li Ti Mo I N,180,56.1,9.9,2.0,15.7,14.0,False
Li V Te Se I,180,12.5,,,8.2,8.0,False
Li Y Br Cl F,180,52.9,,,13.4,17.2,True
Li Sn Ge Br Cl,180,9.0,7.8,0.0,6.2,1.6,False
Cs Li Y S Br,180,7.1,74.0,2.0,26.0,28.2,False
Sr Li Y Br O,180,44.4,26.9,1.0,25.0,27.0,False
Li Mg V I Br,180,13.2,10.6,3.0,10.9,9.2,False
Li V Mo N F,180,10.9,0.3,1.0,16.0,14.0,False
Li Sc Ti Se Cl,180,10.2,3.9,1.0,16.0,14.6,False
Cs Li In Se N,180,39.4,92.6,2.0,16.4,18.6,True
Li Y Ga Br N,180,37.9,36.8,0.0,14.3,15.6,False
Cs Li Ta S Cl,180,1.8,120.7,4.0,20.0,22.2,False
Li Y Si Te Br,180,13.7,92.6,1.0,11.9,13.2,False
Li Ca Ge Se Cl,180,10.2,48.1,2.0,12.6,14.4,False
Li Gd Y S Cl,180,1.8,3.4,0.0,23.5,24.8,False
Li Zn Te Se O,180,64.3,,,6.6,4.4,True
Li Ti Ga Te Br,180,13.7,12.1,1.0,10.1,8.4,False
Cs Li Zn Br N,180,37.9,105.7,1.0,17.0,19.2,True
K Li Y Se Br,180,1.1,46.2,2.0,25.8,28.0,False
Li Sb W N F,180,10.9,8.3,3.0,9.3,7.6,False
Cs Li Zn Br N,180,37.9,105.7,1.0,17.0,19.2,True
Li Gd Sn S Cl,180,1.8,29.5,1.0,11.6,12.4,False
Li Mg Te Mo N,180,56.8,11.0,4.0,12.8,10.6,False
Li Ti Zn Te Cl,180,24.0,3.3,2.0,11.3,9.6,False
Li Zr Sb Se F,180,54.6,3.6,1.0,9.3,9.0,False
Li Ca Ta Se F,180,54.6,39.0,3.0,19.2,21.0,False
Li Zn Sn Se O,180,46.0,6.0,2.0,7.0,3.0,True
Ba Li Zn I F,180,73.1,69.3,0.0,15.1,17.4,False
Li Sn Mo I N,180,56.1,7.1,2.0,9.8,7.6,False
Li Ti Zn Te Cl,180,24.0,3.3,2.0,11.3,9.6,False
Sr Li B I N,180,56.1,222.0,1.0,13.5,15.6,False
Cs Li Ti Br N,180,37.9,112.5,3.0,21.6,23.8,False
Li Zn Sn Te O,180,64.3,6.0,2.0,7.2,3.2,False
Li Ca In S I,180,21.2,21.3,1.0,12.8,14.6,False
Li Al In Se I,180,12.0,39.3,0.0,6.8,2.4,False
Sr Li Ca Cl F,180,40.3,15.8,0.0,27.0,29.2,False
Li La Zr N F,180,10.9,36.3,1.0,19.6,19.8,False
Li V Te I N,180,56.8,,,8.4,7.0,False
Li V In Te Br,180,13.7,20.9,2.0,9.6,7.6,False
Li Zr W Cl F,180,40.3,12.2,2.0,15.4,14.2,False
Li Ta Si I Cl,180,23.4,51.9,1.0,8.9,7.4,False
Cs Li Si Se N,181,39.4,235.2,3.0,15.4,17.6,False
K Li Ti Br F,181,52.9,78.5,3.0,20.5,23.0,False
Li Nb In Te N,181,56.8,14.6,2.0,11.7,9.8,False
Li Sc In N F,181,10.9,6.2,0.0,11.8,10.4,False
Sr Li Ti Te Cl,181,24.0,55.0,2.0,19.5,21.4,False
Li Mo Se Br F,181,54.6,,,8.9,9.0,True
Li Zr Nb Se Cl,181,10.2,4.9,1.0,15.5,14.0,False
Sr Li Mg I Cl,181,23.4,53.5,0.0,15.0,17.2,False
Li Ge B S F,181,42.9,87.8,1.0,5.6,0.8,True
Ba Li Ca Se Cl,181,10.2,30.7,0.0,26.4,28.4,False
Li In Sb I Cl,181,23.4,13.3,0.0,6.1,3.0,True
Li Ga B Te Cl,181,24.0,85.4,0.0,6.3,2.0,False
Li Si I Br F,181,73.1,,,6.6,4.4,True
Li Nb Ge Te Se,181,12.5,6.5,1.0,9.5,7.6,False
K Li La S Cl,181,1.8,29.7,2.0,23.6,25.8,False
Li Ca In N F,181,10.9,21.3,1.0,15.0,16.8,True
Cs Li P Se Br,181,1.1,229.1,4.0,13.4,16.4,False
Li Ca Zn I F,181,73.1,29.5,0.0,14.9,17.0,False
Cs Li B Te N,181,56.8,341.5,2.0,15.6,18.0,False
Li Nb P Br Cl,181,9.0,49.1,0.0,9.0,8.2,True
K Li Sc N F,181,10.9,71.8,2.0,22.2,24.4,True
Cs Li Mo N O,181,4.8,133.5,5.0,20.8,23.0,True
Li Sn Te Se O,181,64.3,,,5.7,2.6,True
Li Hf Zn N O,181,4.8,3.5,2.0,12.6,11.0,True
Li Ti B Te I,181,0.5,107.7,1.0,8.7,7.2,False
Li Ta S I Br,181,21.2,,,8.7,9.4,True
Li B W Br N,181,37.9,87.0,3.0,9.5,7.4,True
Li La Sn Te Cl,181,24.0,41.2,1.0,11.4,11.6,False
Sr Li Sb I Cl,181,23.4,59.0,1.0,12.6,16.0,False
Sr Li Ga Se N,181,39.4,73.7,1.0,15.5,17.4,False
Li Hf W Cl O,181,32.5,10.9,2.0,14.5,13.0,False
Li Ga Se Br Cl,181,10.2,,,6.4,4.2,False
Li Ca P Br F,181,52.9,107.3,3.0,12.9,15.8,False
Li Ca Mo N F,181,10.9,47.1,4.0,19.8,21.6,True
Li Te W I O,181,64.3,,,7.8,7.4,False
Ba Li Ga Te Cl,181,24.0,96.1,1.0,14.0,16.0,False
Li Y Zn S N,181,28.8,18.2,1.0,15.7,17.0,False
Li Zr Nb Cl F,181,40.3,4.9,1.0,16.2,15.0,False
Rb Li Al Br O,181,44.4,145.9,2.0,14.5,16.8,False
Cs Li W N F,181,10.9,136.1,5.0,20.8,23.0,True
Li In Te W Cl,181,24.0,22.6,3.0,9.5,7.2,False
Li Y Te S N,181,56.8,,,12.3,14.2,False
K Li Mg Se I,181,12.0,76.7,1.0,15.2,17.4,False
Li Y Nb Se O,181,46.0,26.8,2.0,18.3,19.6,False
