phases,magpie,mat2vec,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li Ge S Cl O,0.077,0.217,18,34.9,,,5.5,2.8,True
Li Ti P Cl O,0.094,0.173,18,32.5,54.8,1.0,8.8,8.0,False
Li Ti In Cl O,0.178,0.111,18,32.5,10.4,1.0,9.8,8.2,False
Li Si Br N O,0.119,0.15,18,44.4,,,5.2,1.2,False
Li Ca Zr Cl O,0.144,0.138,18,32.5,32.6,2.0,19.5,21.4,False
Li Sn B S O,0.059,0.247,18,34.9,102.4,1.0,5.5,0.8,True
Ba Li Mg S O,0.171,0.126,18,34.9,73.3,0.0,14.8,16.8,False
Li P Br O F,0.089,0.178,18,52.9,,,7.0,4.8,True
Li Y Cl O F,0.186,0.107,18,40.3,,,12.8,16.6,True
Li Ca Se O F,0.122,0.148,18,54.6,,,12.5,16.4,False
Li Al Te Br O,0.085,0.184,18,64.3,,,5.9,3.4,True
Li Mg Te P Cl,0.046,0.375,18,24.0,56.4,3.0,6.9,3.8,False
Li In P Se O,0.064,0.235,18,46.0,70.9,2.0,6.0,2.2,True
Li Zn Si Cl O,0.084,0.189,18,32.5,63.0,2.0,6.5,2.6,True
Li Al Si S Br,0.054,0.257,18,7.1,25.0,1.0,5.8,1.4,False
Li Ga Sn S O,0.053,0.339,18,34.9,9.2,1.0,6.3,1.8,False
Li Ti In Cl O,0.178,0.111,18,32.5,10.4,1.0,9.8,8.2,False
Ba Li Se O F,0.182,0.117,19,54.6,,,12.7,16.8,True
Li Al Se Br O,0.084,0.193,19,46.0,,,5.9,3.6,True
Ba Li Zr Cl O,0.202,0.107,19,32.5,73.3,2.0,19.7,21.8,False
Li Ca Ti S O,0.133,0.146,19,34.9,33.9,2.0,19.0,20.8,False
Li Al Si Te Cl,0.064,0.258,19,24.0,25.0,1.0,6.4,2.0,False
Li Al Si Te O,0.091,0.183,19,64.3,25.0,1.0,6.4,2.0,False
Li P S O F,0.089,0.184,19,42.9,,,6.4,4.0,True
Li Ca Sn S Cl,0.057,0.269,19,1.8,37.3,2.0,12.6,14.4,False
Li Si P S I,0.044,0.39,19,21.2,1.9,1.0,4.9,1.0,False
Li In Se Cl O,0.128,0.152,19,46.0,,,5.9,3.4,True
Li Zn B O F,0.101,0.173,19,5.9,114.6,1.0,6.7,3.0,True
Li V Cl O F,0.117,0.162,19,40.3,,,9.5,10.0,True
Li Y N Cl O,0.212,0.105,19,32.5,,,11.8,13.8,True
K Li Te Cl O,0.178,0.127,19,64.3,,,13.1,17.2,True
Li Sb S N Cl,0.073,0.234,19,28.8,,,5.9,2.4,True
Li Al Sb S N,0.081,0.211,19,28.8,23.0,0.0,7.2,3.4,False
Li Al Ga S O,0.112,0.168,19,34.9,12.6,0.0,7.2,2.8,False
Li P Se Cl F,0.054,0.3,19,54.6,,,7.0,4.6,True
Li Zn S N Cl,0.08,0.212,19,28.8,,,6.4,3.0,True
Li Mg S Br O,0.079,0.226,19,44.4,,,6.4,4.8,True
Li Ca Sb N O,0.145,0.14,19,4.8,37.3,1.0,13.2,15.6,False
Li Si Ge Cl O,0.078,0.233,19,32.5,42.6,0.0,5.5,0.6,True
K Li Sb Cl O,0.172,0.131,19,32.5,83.1,2.0,13.1,16.6,True
Li Ca Te N O,0.151,0.136,19,64.3,,,12.6,15.0,True
Li Ca Sn O F,0.126,0.157,19,5.9,37.3,2.0,12.9,14.8,False
Li Si Ge Se S,0.043,0.516,19,8.2,42.6,0.0,5.8,0.8,False
Li Al Zn S N,0.087,0.189,19,28.8,30.4,1.0,9.6,5.6,False
Li Zn P Cl F,0.056,0.274,19,40.3,60.0,3.0,7.3,4.4,True
K Li Al Se O,0.183,0.113,19,46.0,125.2,2.0,14.6,16.8,False
Li V P S Cl,0.051,0.359,19,1.8,41.4,0.0,8.4,7.2,False
Li Mg Si Br O,0.08,0.241,20,44.4,59.3,2.0,6.4,2.6,False
Li Ti Al Br O,0.136,0.154,20,44.4,26.2,1.0,10.0,8.4,False
Li P S N Cl,0.082,0.221,20,28.8,,,5.9,2.0,True
Ba Li Sb N O,0.204,0.109,20,4.8,79.5,1.0,13.4,16.0,True
Ba Li Sb S O,0.137,0.15,20,34.9,79.5,1.0,12.4,15.6,True
Li Al P Se F,0.062,0.278,20,54.6,22.7,2.0,6.4,2.8,False
Li Al Ge S O,0.084,0.194,20,34.9,14.1,1.0,6.2,1.8,False
Ba Li Te S O,0.143,0.146,20,64.3,,,12.4,16.2,True
Li Ge Sb S Cl,0.045,0.41,20,1.8,7.8,1.0,5.4,1.6,False
Li Al Si N Cl,0.119,0.163,20,26.5,25.0,1.0,7.6,3.2,False
Ba Li Si S Cl,0.116,0.168,20,1.8,175.9,2.0,12.4,14.4,False
Li P Se Br O,0.054,0.312,20,46.0,,,6.0,3.4,True
Li Si B S F,0.07,0.264,20,42.9,31.7,1.0,5.5,1.0,False
Li Mg Si S Br,0.052,0.364,20,7.1,59.3,2.0,6.3,2.4,False
Ba Li Ti S O,0.192,0.115,20,34.9,75.0,2.0,19.2,21.2,False
Li Al V N O,0.152,0.136,20,4.8,15.2,2.0,11.4,9.4,True
Li Si I Cl O,0.109,0.177,20,63.5,,,5.8,3.6,True
Ba Li Sn O F,0.185,0.127,20,5.9,79.5,2.0,13.1,15.2,False
Li B P N O,0.126,0.16,20,4.8,34.1,2.0,6.9,2.8,True
Li Ca Se N O,0.15,0.145,20,46.0,,,12.4,14.8,True
Sr Li Al O F,0.181,0.135,20,5.9,95.6,1.0,14.0,16.0,False
Li Zn P Br O,0.056,0.286,20,44.4,60.0,3.0,6.3,3.2,True
K Li S O F,0.221,0.108,20,42.9,,,13.3,17.8,True
Ba Li Ca S O,0.19,0.119,20,34.9,30.7,0.0,26.2,28.2,False
Li Zn Br O F,0.093,0.189,20,52.9,,,7.3,5.8,True
Li Al Te P F,0.064,0.268,20,73.9,22.7,2.0,6.6,3.0,False
Li Ge P Cl O,0.077,0.258,20,32.5,40.0,1.0,5.5,1.4,True
Li B Te O F,0.1,0.191,21,73.9,,,5.8,3.0,True
Ba Li Y O F,0.28,0.112,21,5.9,43.3,1.0,25.5,27.6,False
Ba Li Se S O,0.142,0.155,21,46.0,,,12.4,16.4,True
Li Mg Ti Cl O,0.12,0.163,21,32.5,1.0,2.0,11.2,9.6,False
Ba Li Y N O,0.304,0.11,21,4.8,43.3,1.0,26.8,28.8,True
Li Al Sn Br O,0.087,0.203,21,44.4,23.0,1.0,6.3,2.0,True
Li Al Mo S O,0.191,0.122,21,34.9,14.8,3.0,9.6,7.4,False
Li Al W N O,0.282,0.111,21,4.8,13.6,3.0,11.1,8.8,True
Li Ti Al S F,0.11,0.179,21,42.9,26.2,1.0,10.3,8.6,False
Li Si Te Cl O,0.084,0.207,21,64.3,,,5.4,2.6,True
Li In Si O F,0.174,0.14,21,5.9,74.1,1.0,6.1,1.6,True
Li Al P S N,0.09,0.198,21,28.8,22.7,2.0,7.6,3.8,False
Li Sn S N Cl,0.082,0.249,21,28.8,,,5.5,1.2,True
Ba Li Se N O,0.208,0.115,21,46.0,,,12.6,15.2,True
K Li Se Cl O,0.177,0.137,21,46.0,,,13.1,17.4,True
Ba Li Y O F,0.28,0.112,21,5.9,43.3,1.0,25.5,27.6,False
Li B Sb O F,0.094,0.195,21,5.9,102.4,0.0,5.8,2.4,True
Li Al W O F,0.257,0.113,21,5.9,13.6,3.0,9.8,7.6,False
Li Y S Cl O,0.146,0.146,21,34.9,,,11.8,15.4,True
Li In Sn Cl O,0.131,0.161,21,32.5,13.3,1.0,6.3,1.8,True
Li P Br N O,0.118,0.176,21,44.4,,,5.8,2.0,True
Li Ca Y Cl O,0.19,0.127,21,32.5,9.6,1.0,25.1,27.0,False
Li Ti P S Cl,0.065,0.275,21,1.8,54.8,1.0,8.7,7.8,False
Li Si S Br F,0.062,0.28,21,52.9,,,6.0,3.8,True
Li Ge Se S Cl,0.05,0.415,21,10.2,,,5.4,2.4,False
Li Zn S I O,0.07,0.269,21,63.5,,,6.1,4.4,True
Li Ga P S O,0.054,0.313,21,34.9,38.2,2.0,5.9,2.2,False
Li Zn Se S Cl,0.053,0.377,21,10.2,,,6.4,4.4,True
Li Zn Ge S Cl,0.052,0.39,21,1.8,14.3,2.0,6.6,2.6,False
Li V P Cl O,0.08,0.26,21,32.5,41.4,0.0,8.5,7.4,False
Li Mg P Br O,0.079,0.266,21,44.4,56.4,3.0,6.4,3.4,False
Li Mg Sb S Br,0.048,0.417,21,7.1,3.6,1.0,6.3,3.6,False
Li P Se S I,0.045,0.448,21,21.2,,,5.7,3.0,False
Li Zn P S I,0.047,0.423,21,21.2,60.0,3.0,6.0,2.8,False
Li Te P Cl F,0.056,0.291,21,73.9,,,7.0,4.4,True
Li Te P Br O,0.056,0.303,22,64.3,,,6.0,3.2,True
Li Si Se Cl O,0.084,0.229,22,46.0,,,5.4,2.8,True
Li Ca Sn N O,0.153,0.155,22,4.8,37.3,2.0,14.2,16.0,False
Li Si P O F,0.09,0.2,22,5.9,1.9,1.0,5.6,1.8,False
Li Al Se S Br,0.055,0.318,22,8.2,,,5.8,3.4,True
Li Ga S Cl O,0.105,0.192,22,34.9,,,6.0,3.8,True
Li Sb Br O F,0.086,0.211,22,52.9,,,7.4,5.2,True
K Li Ti N O,0.325,0.111,22,4.8,78.5,3.0,21.4,23.6,False
Li Zr In N O,0.189,0.14,22,4.8,9.3,1.0,11.5,10.0,False
Li Al Zn S Br,0.057,0.292,22,7.1,30.4,1.0,7.6,3.6,False
Li V N Cl O,0.145,0.16,22,32.5,,,8.5,7.2,True
Li Zn B N O,0.13,0.171,22,4.8,114.6,1.0,8.0,4.2,True
Li Mg Zn S Br,0.054,0.397,22,7.1,2.3,0.0,8.5,4.6,False
Li Zn Ge Se S,0.046,0.547,22,8.2,14.3,2.0,7.0,3.0,False
Li Ge Te S Cl,0.052,0.406,22,24.0,,,5.4,2.2,False
Li In B S O,0.147,0.159,22,34.9,129.3,0.0,5.8,1.4,True
Li Ti N O F,0.204,0.123,22,10.9,,,9.0,8.0,False
Li Al P I O,0.115,0.179,22,63.5,22.7,2.0,5.7,2.2,False
Li Zn Ge Cl O,0.081,0.268,22,32.5,14.3,2.0,6.7,2.8,True
Ba Li Zr N O,0.263,0.121,22,4.8,73.3,2.0,21.2,23.2,False
Li Ti S O F,0.137,0.164,22,42.9,,,9.0,9.6,False
Li Al Te S N,0.087,0.207,22,56.8,,,6.6,2.8,False
Li Sb N O F,0.15,0.157,22,10.9,,,6.2,2.8,True
Li Te P S I,0.047,0.439,22,21.8,,,5.7,2.8,False
Li Al Si Se Cl,0.065,0.28,22,10.2,25.0,1.0,6.2,1.8,False
Li P S I O,0.073,0.277,22,63.5,,,5.8,3.4,True
Li B Te P O,0.063,0.287,22,64.3,34.1,2.0,5.9,2.0,True
Li Al N Cl O,0.176,0.141,22,32.5,,,6.1,2.4,True
Li Ti B S O,0.11,0.199,23,34.9,107.7,1.0,8.7,7.2,False
Li Ge P S Cl,0.055,0.398,23,1.8,40.0,1.0,5.4,1.2,False
Li Zr In S O,0.122,0.18,23,34.9,9.3,1.0,9.9,8.4,False
Li Al Si Se O,0.092,0.206,23,46.0,25.0,1.0,6.2,1.8,False
Sr Li Al S O,0.141,0.174,23,34.9,95.6,1.0,13.7,15.6,False
Li B Se O F,0.099,0.2,23,54.6,,,5.8,3.2,True
Li In S Br O,0.14,0.176,23,44.4,,,5.7,3.4,True
Ba Li Sn S O,0.146,0.165,23,34.9,79.5,2.0,12.8,14.8,False
Li Al Se S N,0.086,0.216,23,39.4,,,6.4,2.6,False
Ba Li Al Te O,0.176,0.153,23,64.3,120.7,1.0,14.2,16.2,False
Li Mg Se S Br,0.053,0.423,23,8.2,,,6.3,4.4,True
Li Al P N Cl,0.117,0.189,23,26.5,22.7,2.0,7.4,3.6,True
Li Ge Te Se S,0.046,0.563,23,21.8,,,5.8,2.6,False
Sr Li Cl O F,0.174,0.159,23,40.3,,,13.4,17.8,True
Li Mg B S O,0.087,0.21,23,34.9,109.8,1.0,6.5,2.8,True
Li Ti B O F,0.151,0.161,23,5.9,107.7,1.0,9.0,7.6,False
Li Ti Al S N,0.139,0.177,23,28.8,26.2,1.0,11.9,10.2,False
Sr Li Al N O,0.207,0.133,23,4.8,95.6,1.0,15.3,17.2,False
Li Mg Si O F,0.116,0.19,23,5.9,59.3,2.0,6.8,3.0,False
Li Al Si Te S,0.057,0.3,23,21.8,25.0,1.0,6.6,2.2,False
Li Ge Te Cl O,0.08,0.286,23,64.3,,,5.5,2.4,True
Li Ti Si Cl O,0.135,0.178,23,32.5,57.7,0.0,8.8,7.2,False
Li Sb S I O,0.063,0.29,23,63.5,,,6.2,3.8,False
Li Mg Zn Br O,0.083,0.276,23,44.4,2.3,0.0,8.6,4.8,False
Li B P Se O,0.062,0.297,23,46.0,34.1,2.0,5.7,1.8,True
Li Mg Te S Br,0.054,0.414,23,21.8,,,6.3,4.2,False
Ba Li Zr O F,0.239,0.123,23,5.9,73.3,2.0,19.9,22.0,False
Li Sn P S I,0.049,0.456,23,21.2,50.9,1.0,5.1,1.0,False
Li Ga P Se O,0.056,0.387,23,46.0,38.2,2.0,6.1,2.4,False
Ba Li Sn N O,0.211,0.125,23,4.8,79.5,2.0,14.4,16.4,True
Li Si P N Cl,0.084,0.237,23,26.5,1.9,1.0,6.7,2.6,False
Li Ca V Cl O,0.121,0.182,23,32.5,46.6,3.0,18.5,20.4,False
Li Ca Al Te S,0.068,0.289,23,21.8,68.9,1.0,14.2,16.0,False
Ba Li S Br O,0.18,0.141,23,44.4,,,12.3,16.6,True
Li Al B Te O,0.117,0.191,24,64.3,64.6,0.0,6.4,2.2,False
Li Al Zn I O,0.119,0.19,24,63.5,30.4,1.0,7.5,3.6,False
K Li Si O F,0.221,0.125,24,5.9,181.5,3.0,13.3,15.6,True
Li Ti B N O,0.178,0.159,24,4.8,107.7,1.0,10.3,8.8,True
Li Al P S Br,0.06,0.301,24,7.1,22.7,2.0,5.8,2.2,False
K Li B S O,0.196,0.145,24,34.9,270.7,2.0,13.0,15.4,True
K Li Sn Cl O,0.18,0.147,24,32.5,83.1,3.0,13.5,15.8,True
Li Sn S O F,0.088,0.212,24,42.9,,,5.8,3.2,True
Li Sn Se S Cl,0.055,0.411,24,10.2,,,5.5,2.6,False
Li Zn Br N O,0.122,0.187,24,44.4,,,6.3,3.0,True
Li Si S N O,0.155,0.163,24,34.9,,,5.3,1.2,True
Li Al Te S Br,0.057,0.309,24,21.8,,,5.8,3.2,False
K Li Si S O,0.219,0.127,24,34.9,181.5,3.0,13.0,15.2,False
Li In Si S N,0.102,0.2,24,28.8,74.1,1.0,7.6,3.0,False
Li Ti B S Cl,0.084,0.273,24,1.8,107.7,1.0,8.7,7.2,False
Li Ti Br O F,0.144,0.177,24,52.9,,,9.6,10.4,True
Li Sn Ge Se S,0.048,0.579,24,8.2,7.8,0.0,6.1,1.2,False
Li Ca Al Se S,0.067,0.298,24,8.2,68.9,1.0,14.0,15.8,False
Li Si Sn Cl O,0.086,0.226,24,32.5,53.7,0.0,5.6,0.8,True
Li Ge Sb Cl O,0.074,0.289,24,32.5,7.8,1.0,5.5,1.8,True
Li Mg S N O,0.173,0.162,24,34.9,,,6.5,3.2,True
K Li Zn N O,0.283,0.123,24,4.8,72.7,1.0,16.8,19.0,True
Li Sn Ge S Cl,0.054,0.424,24,1.8,7.8,0.0,5.7,0.8,False
Li Ca Zr O F,0.183,0.154,25,5.9,32.6,2.0,19.7,21.6,False
Li Ca Y O F,0.226,0.143,25,5.9,9.6,1.0,25.3,27.2,False
Li B Te N O,0.129,0.189,25,64.3,,,5.9,1.8,True
Li Al Sn S N,0.089,0.226,25,28.8,23.0,1.0,8.2,3.8,False
Li Sn P Cl F,0.058,0.309,25,40.3,50.9,1.0,6.4,2.6,True
Ba Li W Cl O,0.308,0.126,25,32.5,94.3,4.0,18.1,20.2,False
Li Si P S F,0.061,0.301,25,42.9,1.9,1.0,5.5,1.6,False
Li Mg In Se O,0.091,0.225,25,46.0,9.3,1.0,7.7,3.8,False
Li Zr B Cl O,0.121,0.191,25,32.5,109.8,1.0,9.0,7.8,True
Li Zn B S F,0.073,0.299,25,42.9,114.6,1.0,6.6,2.8,True
Li Ca P Se O,0.086,0.246,25,46.0,107.3,3.0,12.4,15.0,False
Li Mg In Te O,0.092,0.216,25,64.3,9.3,1.0,7.9,4.0,False
Li Mo S Cl O,0.184,0.147,25,34.9,,,8.3,8.4,True
Li Mg Ge S O,0.057,0.31,25,34.9,11.7,2.0,6.7,2.8,False
Ba Li Al Se O,0.175,0.162,25,46.0,120.7,1.0,14.0,16.0,False
Li Y In N O,0.233,0.129,25,4.8,10.6,0.0,14.3,15.6,False
Li Ti S Br Cl,0.076,0.289,25,9.0,,,9.2,10.0,False
Li Al S N F,0.157,0.163,25,42.9,,,6.2,2.4,True
Li Mg Ga Se S,0.055,0.495,25,8.2,13.2,1.0,8.1,4.2,False
Ba Li Si S F,0.156,0.183,25,42.9,175.9,2.0,12.6,14.6,False
Li Ca Si S F,0.094,0.213,25,42.9,111.1,2.0,12.4,14.2,False
Li Mg Ga Te S,0.056,0.486,25,21.8,13.2,1.0,8.3,4.4,False
Li Ti S Cl F,0.103,0.203,25,42.9,,,9.6,10.4,True
Li Ca Te P O,0.087,0.236,25,64.3,107.3,3.0,12.6,15.2,False
Li Si P I O,0.074,0.292,25,63.5,1.9,1.0,5.0,1.2,False
Li Al B Se O,0.115,0.201,25,46.0,64.6,0.0,6.2,2.0,True
Ba Li Si Br O,0.181,0.158,25,44.4,175.9,2.0,12.3,14.4,False
Li V Br Cl O,0.091,0.25,26,44.4,,,9.1,9.6,True
Li Sb P N Cl,0.08,0.293,26,26.5,50.9,2.0,6.9,3.0,True
Li Ge S N O,0.097,0.221,26,34.9,,,5.4,1.0,True
Li Y In S O,0.169,0.17,26,34.9,10.6,0.0,12.7,14.0,False
Li Sn B O F,0.103,0.21,26,5.9,102.4,1.0,5.8,1.2,True
Li In P O F,0.173,0.166,26,5.9,70.9,2.0,6.1,2.4,True
K Ba Li Te O,0.273,0.132,26,64.3,2.0,1.0,27.6,29.8,False
Ba Li In Te O,0.229,0.147,26,64.3,58.5,1.0,13.8,15.8,False
Li Sn Br O F,0.095,0.226,26,52.9,,,6.4,4.0,True
Li Ge Se Cl O,0.079,0.295,26,46.0,,,5.5,2.6,True
Li In Si S Cl,0.1,0.217,26,1.8,74.1,1.0,5.8,1.2,False
K Li In Te O,0.2,0.151,26,64.3,61.7,2.0,14.4,16.6,False
Li Al Zn N Cl,0.121,0.2,26,26.5,30.4,1.0,9.4,5.4,True
Li Zr In Cl O,0.187,0.158,26,32.5,9.3,1.0,10.0,8.6,False
Li Ca P Se Cl,0.059,0.319,26,10.2,107.3,3.0,12.4,15.0,False
Li Ca B S O,0.107,0.203,26,34.9,178.0,1.0,12.2,14.2,True
Li Sn S I O,0.072,0.304,26,63.5,,,5.2,2.6,True
Li Si Mo Cl O,0.185,0.163,26,32.5,43.5,2.0,8.3,6.2,False
Li Sn N O F,0.158,0.173,26,10.9,,,5.8,1.6,True
Li Ca Te P Cl,0.061,0.31,26,24.0,107.3,3.0,12.6,15.2,False
Li B S Br O,0.096,0.224,26,44.4,,,5.4,3.0,True
Li In Si Br O,0.141,0.192,26,44.4,74.1,1.0,5.7,1.2,True
Cs Li Al S O,0.301,0.129,26,34.9,168.1,2.0,14.8,17.0,True
Li B Sb N O,0.123,0.193,26,4.8,102.4,0.0,6.5,2.4,True
Li Sb P O F,0.086,0.257,26,5.9,50.9,2.0,6.4,3.0,True
Li Al Si Se S,0.057,0.321,26,8.2,25.0,1.0,6.4,2.0,False
Li La Al S O,0.238,0.137,26,34.9,73.6,0.0,12.0,12.2,False
K Li Zr Cl O,0.234,0.143,26,32.5,76.7,3.0,20.3,22.6,False
Li Mg Sb Br O,0.076,0.297,26,44.4,3.6,1.0,6.4,3.8,False
Li Zn P O F,0.092,0.236,26,5.9,60.0,3.0,6.7,3.6,True
Li Ca Zr N O,0.208,0.152,27,4.8,32.6,2.0,21.0,22.8,False
Li Al Si N F,0.158,0.179,27,10.9,25.0,1.0,7.8,3.4,False
Li Al Zn Se O,0.094,0.241,27,46.0,30.4,1.0,8.0,4.0,False
Li W Cl O F,0.251,0.137,27,40.3,,,9.2,9.4,True
Li Zn S Br F,0.065,0.314,27,52.9,,,7.1,5.6,True
Li Y In Cl O,0.232,0.147,27,32.5,10.6,0.0,12.8,14.2,False
Li Sn P Br O,0.058,0.321,27,44.4,50.9,1.0,5.4,1.4,True
K Li Y Cl O,0.276,0.133,27,32.5,46.2,2.0,25.9,28.2,False
Li Ti S Br O,0.103,0.215,27,44.4,,,8.6,9.2,False
Li Ti Ge S O,0.081,0.299,27,34.9,10.6,0.0,8.9,7.2,False
Li Mg Te Br O,0.083,0.294,27,64.3,,,6.4,4.4,False
K Li P O F,0.221,0.151,27,5.9,176.4,4.0,13.3,16.4,True
K Li P O F,0.221,0.151,27,5.9,176.4,4.0,13.3,16.4,True
Li Si I N O,0.139,0.194,27,63.5,,,5.0,1.0,True
Li Al Ge Se O,0.086,0.272,27,46.0,14.1,1.0,6.4,2.0,False
Li Ca P Se S,0.057,0.345,27,8.2,107.3,3.0,12.6,15.2,False
Li Ti Al I O,0.168,0.178,27,63.5,26.2,1.0,9.8,8.2,False
Li Te P O F,0.092,0.253,27,73.9,,,6.4,3.6,True
Li B Se N O,0.128,0.198,27,46.0,,,5.7,1.6,True
Li Al Ge Te O,0.088,0.263,27,64.3,14.1,1.0,6.6,2.2,False
Li Ca S Br O,0.1,0.219,27,44.4,,,12.1,16.2,True
Li Zn Se Cl O,0.087,0.264,27,46.0,,,6.5,4.6,True
K Li S Br O,0.188,0.161,27,44.4,,,12.9,17.4,True
Li B P S F,0.075,0.307,27,42.9,34.1,2.0,5.7,1.8,True
Li Ca Zr S O,0.142,0.192,27,34.9,32.6,2.0,19.4,21.2,False
Sr Li S Cl O,0.134,0.197,27,34.9,,,12.4,16.6,True
Li P I Cl O,0.108,0.203,27,63.5,,,6.6,4.4,True
Li V B Cl O,0.098,0.234,27,32.5,89.6,2.0,8.5,6.8,True
Sr Li N Cl O,0.2,0.157,27,32.5,,,12.4,15.0,True
Li V In S O,0.099,0.223,27,34.9,20.9,2.0,9.4,7.4,False
Li Ti Br N O,0.171,0.175,27,44.4,,,8.6,7.6,True
Li Zn In O F,0.177,0.176,28,5.9,6.8,1.0,7.7,3.8,True
Li Si Ge N O,0.098,0.237,28,4.8,42.6,0.0,7.0,2.0,False
K Li In Se O,0.199,0.161,28,46.0,61.7,2.0,14.2,16.4,True
Li Al Zn Se Cl,0.068,0.314,28,10.2,30.4,1.0,8.0,4.0,False
Li Ca Zn S F,0.097,0.248,28,42.9,29.5,0.0,14.6,16.4,False
Li Zn I Cl O,0.111,0.213,28,63.5,,,6.9,5.4,True
Li Al Sn S Br,0.059,0.327,28,7.1,23.0,1.0,6.2,1.8,False
Li Y Al S Cl,0.128,0.199,28,1.8,54.1,0.0,13.1,14.4,False
Li Ca In Te O,0.172,0.177,28,64.3,21.3,1.0,13.6,15.4,False
Li Zr P Cl O,0.104,0.218,28,32.5,56.4,1.0,9.0,8.4,True
Li Al Sb I O,0.112,0.212,28,63.5,23.0,0.0,5.7,2.6,True
Li Ca Y N O,0.252,0.141,28,4.8,9.6,1.0,26.6,28.4,False
Li Ca Si Br O,0.101,0.234,28,44.4,111.1,2.0,12.1,14.0,False
Li Ca S I O,0.152,0.196,28,63.5,,,11.9,16.0,False
Li Zr Br Cl O,0.114,0.207,28,44.4,,,9.6,10.6,True
Ba Sr Li Cl O,0.234,0.149,28,32.5,12.9,0.0,26.5,28.6,False
Li Al Te Se O,0.094,0.259,28,64.3,,,6.2,3.6,True
Li Sb P S F,0.057,0.356,28,42.9,50.9,2.0,6.3,2.8,False
Li Y B Cl O,0.168,0.181,28,32.5,153.7,0.0,11.8,13.4,True
Li Zn P N Cl,0.087,0.272,28,26.5,60.0,3.0,7.8,4.4,True
Li Sb S Br F,0.058,0.335,28,52.9,,,7.2,5.0,True
Li Te P N Cl,0.086,0.289,28,56.8,,,6.3,2.4,True
Li P Se O F,0.091,0.263,28,54.6,,,6.4,3.8,True
Li P Se N Cl,0.085,0.298,28,39.4,,,6.1,2.2,True
Li Mg Ga S O,0.081,0.303,28,34.9,13.2,1.0,7.7,3.8,False
Li B Sb S F,0.066,0.32,28,42.9,102.4,0.0,5.7,2.2,True
Li Mg Ga S O,0.081,0.303,28,34.9,13.2,1.0,7.7,3.8,False
Ba Li Zn S Cl,0.119,0.204,28,1.8,69.3,0.0,14.6,16.6,False
Li Ca Sb S F,0.09,0.27,28,42.9,37.3,1.0,12.4,15.4,False
Li W N Cl O,0.276,0.135,28,32.5,,,8.2,6.6,True
Li Mg Ga S O,0.081,0.303,28,34.9,13.2,1.0,7.7,3.8,False
Li Al N O F,0.213,0.156,28,10.9,,,6.3,2.6,False
Li Ca V O F,0.161,0.197,29,5.9,46.6,3.0,18.7,20.6,False
Li Zr Al Br O,0.146,0.199,29,44.4,27.4,1.0,10.2,8.8,False
K Li Te N O,0.283,0.141,29,64.3,,,13.4,16.2,True
Li Ga P Cl O,0.105,0.233,29,32.5,38.2,2.0,6.0,2.4,True
Li Sb Br N O,0.116,0.209,29,44.4,,,5.8,2.4,True
Li Al P Se N,0.092,0.276,29,39.4,22.7,2.0,7.8,4.0,False
Li Ge P N O,0.097,0.262,29,4.8,40.0,1.0,6.8,2.4,True
Li B Te S F,0.073,0.316,29,73.9,,,5.7,2.8,True
Li Mg Si N O,0.174,0.178,29,4.8,59.3,2.0,8.1,4.2,False
Li Si B Br O,0.098,0.24,29,44.4,31.7,1.0,5.2,0.8,True
Li Mg B Te O,0.091,0.278,29,64.3,109.8,1.0,6.9,3.2,False
Li V In N O,0.168,0.184,29,4.8,20.9,2.0,11.0,9.0,True
Li Ti S N Cl,0.132,0.201,29,28.8,,,8.7,7.6,False
Li Al Si S I,0.089,0.281,29,21.2,25.0,1.0,5.6,1.2,False
Ba Li Zr S O,0.201,0.162,29,34.9,73.3,2.0,19.6,21.6,False
Li Zn In S N,0.104,0.235,29,28.8,6.8,1.0,9.2,5.2,False
Li Ca Te P S,0.058,0.336,29,21.8,107.3,3.0,12.8,15.4,False
Li Ga Te P O,0.057,0.378,29,64.3,38.2,2.0,6.3,2.6,False
Li B P Br O,0.096,0.265,29,44.4,34.1,2.0,5.4,1.6,True
Li Al Te P N,0.094,0.266,29,56.8,22.7,2.0,8.0,4.2,False
Li Mg Si S O,0.106,0.218,29,34.9,59.3,2.0,6.5,2.6,False
Li P S Br F,0.068,0.323,29,52.9,,,6.8,4.6,True
Li Ta Al Cl O,0.222,0.161,29,32.5,21.5,2.0,10.1,8.4,False
Li Sc Al Cl O,0.144,0.2,29,32.5,31.1,0.0,10.5,9.2,False
K Li Ti O F,0.268,0.15,29,5.9,78.5,3.0,20.1,22.4,False
Li Al Te I O,0.118,0.208,29,64.3,,,5.7,3.2,True
Li Sn Ge Cl O,0.083,0.304,29,32.5,7.8,0.0,5.8,1.0,True
Ba Li W N O,0.363,0.14,29,4.8,94.3,4.0,19.6,21.6,False
Ba Li Y S O,0.245,0.151,29,34.9,43.3,1.0,25.2,27.2,False
Li Zn P S F,0.063,0.335,29,42.9,60.0,3.0,6.6,3.4,True
K Li Si Br O,0.19,0.177,29,44.4,181.5,3.0,12.9,15.2,True
Ba Li In Se O,0.228,0.156,29,46.0,58.5,1.0,13.6,15.6,False
K Ba Li Se O,0.272,0.142,29,46.0,2.0,1.0,27.4,29.6,False
