phases,leaf,mat2vec
Bi Cd Rb,0.98,4.187
In Rb Sn,0.423,3.571
Cs In Rb,1.055,4.564
Ba In Rb,0.776,3.952
Hf In Rb,1.033,4.397
In Rb Ta,0.592,4.097
In Rb W,1.127,4.358
In Os Rb,0.961,5.111
In Ir Rb,1.198,4.475
In Pt Rb,0.7,4.045
Hg In Rb,0.708,4.755
In Rb Tl,0.868,4.805
In Pb Rb,0.791,3.833
Bi In Rb,0.968,3.842
Ba Rb Sn,0.742,3.715
Hf Rb Sn,1.003,4.17
Rb Sn Ta,0.555,3.863
Rb Sn W,1.099,4.13
Os Rb Sn,0.93,4.898
Ir Rb Sn,1.169,4.249
Pt Rb Sn,0.665,3.811
Pb Rb Sn,0.757,3.594
Bi Rb Sn,0.938,3.603
Ba Cs Rb,1.302,4.695
Cs Hf Rb,1.514,5.112
Cs Rb Ta,1.156,4.831
Cs Rb W,1.594,5.075
Cs Os Rb,1.454,5.783
Cs Ir Rb,1.653,5.184
Cs Pt Rb,1.241,4.782
Cs Hg Rb,1.248,5.448
Cs Pb Rb,1.314,4.585
Bi Cs Rb,1.46,4.593
Ba Hf Rb,1.282,4.53
Ba Rb Ta,0.888,4.233
Ba Rb W,1.368,4.491
Ba Os Rb,1.217,5.235
Ba Ir Rb,1.432,4.607
Ba Pt Rb,0.983,4.183
Au Ba Rb,0.957,3.999
Ba Hg Rb,0.99,4.884
Ba Rb Tl,1.132,4.933
Ba Pb Rb,1.063,3.973
Ba Bi Rb,1.223,3.982
Hf Rb Ta,1.134,4.667
Hf Rb W,1.575,4.915
Hf Os Rb,1.435,5.633
Hf Ir Rb,1.635,5.026
Hf Pt Rb,1.22,4.618
Au Hf Rb,1.197,4.442
Hf Hg Rb,1.227,5.293
Hf Rb Tl,1.357,5.341
Hf Pb Rb,1.294,4.418
Bi Hf Rb,1.441,4.426
Rb Ta W,1.225,4.629
Os Rb Ta,1.065,5.364
Ir Rb Ta,1.292,4.743
Pt Rb Ta,0.815,4.324
Au Rb Ta,0.788,4.143
Hg Rb Ta,0.823,5.017
Rb Ta Tl,0.975,5.065
Pb Rb Ta,0.902,4.118
Bi Rb Ta,1.072,4.127
Os Rb W,1.517,5.598
Ir Rb W,1.712,4.989
Pt Rb W,1.308,4.58
Au Rb W,1.285,4.403
Hg Rb W,1.315,5.257
Rb Tl W,1.441,5.305
Pb Rb W,1.38,4.379
Bi Rb W,1.523,4.387
Ir Os Rb,1.578,5.703
Os Pt Rb,1.154,5.318
Au Os Rb,1.129,5.153
Hg Os Rb,1.16,5.955
Os Rb Tl,1.294,6.0
Os Pb Rb,1.229,5.13
Bi Os Rb,1.38,5.138
Ir Pt Rb,1.374,4.694
Au Ir Rb,1.351,4.519
Hg Ir Rb,1.38,5.365
Ir Rb Tl,1.504,5.412
Ir Pb Rb,1.444,4.495
Bi Ir Rb,1.584,4.503
Au Pt Rb,0.886,4.092
Hg Pt Rb,0.921,4.969
Pt Rb Tl,1.067,5.018
Pb Pt Rb,0.996,4.067
Bi Pt Rb,1.16,4.075
Au Hg Rb,0.894,4.799
Au Bi Rb,1.136,3.89
Hg Rb Tl,1.074,5.671
Hg Pb Rb,1.004,4.775
Bi Hg Rb,1.167,4.783
Pb Rb Tl,1.145,4.825
Bi Rb Tl,1.3,4.833
Bi Pb Rb,1.236,3.864
Sr Y Zr,0.898,2.228
Nb Sr Y,1.137,2.637
Mo Sr Y,1.194,2.403
Ag Sr Y,1.382,2.436
Cd Sr Y,0.795,2.835
In Sr Y,0.783,2.437
Sn Sr Y,0.749,2.158
Cs Sr Y,1.308,3.298
Ba Sr Y,1.056,2.599
Hf Sr Y,1.288,3.108
Sr Ta Y,0.895,2.765
Sr W Y,1.374,3.064
Os Sr Y,1.223,3.912
Ir Sr Y,1.438,3.196
Pt Sr Y,0.989,2.706
Au Sr Y,0.963,2.492
Hg Sr Y,0.996,3.513
Sr Tl Y,1.138,3.569
Pb Sr Y,1.07,2.462
Bi Sr Y,1.229,2.473
Nb Sr Zr,1.083,2.707
Mo Sr Zr,1.142,2.474
Ag Sr Zr,1.333,2.507
Cd Sr Zr,0.733,2.903
In Sr Zr,0.721,2.508
Sn Sr Zr,0.686,2.232
Cs Sr Zr,1.258,3.363
Ba Sr Zr,1.001,2.669
Hf Sr Zr,1.237,3.174
Sr Ta Zr,0.835,2.834
Sr W Zr,1.325,3.13
Os Sr Zr,1.171,3.973
Ir Sr Zr,1.39,3.262
Pt Sr Zr,0.932,2.775
Au Sr Zr,0.906,2.563
Hg Sr Zr,0.94,3.576
Sr Tl Zr,1.085,3.632
Pb Sr Zr,1.015,2.533
Bi Sr Zr,1.177,2.543
Mo Nb Sr,1.36,2.872
Ag Nb Sr,1.538,2.903
Cd Nb Sr,0.989,3.283
In Nb Sr,0.977,2.905
Nb Sn Sr,0.947,2.64
Cs Nb Sr,1.468,3.726
Ba Nb Sr,1.231,3.059
Hf Nb Sr,1.449,3.544
Nb Sr Ta,1.081,3.217
Nb Sr W,1.53,3.501
Nb Os Sr,1.387,4.315
Ir Nb Sr,1.591,3.628
Nb Pt Sr,1.168,3.161
Au Nb Sr,1.144,2.957
Hg Nb Sr,1.175,3.932
Nb Sr Tl,1.308,3.985
Nb Pb Sr,1.244,2.928
Bi Nb Sr,1.393,2.938
Ag Mo Sr,1.587,2.676
Cd Mo Sr,1.049,3.065
In Mo Sr,1.038,2.677
Mo Sn Sr,1.008,2.406
Cs Mo Sr,1.519,3.517
Ba Mo Sr,1.286,2.835
Hf Mo Sr,1.5,3.332
Mo Sr Ta,1.139,2.997
Mo Sr W,1.58,3.288
Mo Os Sr,1.44,4.118
Ir Mo Sr,1.639,3.417
Mo Pt Sr,1.225,2.939
Au Mo Sr,1.201,2.731
Hg Mo Sr,1.232,3.727
Mo Sr Tl,1.362,3.782
Mo Pb Sr,1.299,2.702
Bi Mo Sr,1.445,2.712
Ag Cd Sr,1.247,3.096
Ag Cs Sr,1.687,3.546
Ag Hf Sr,1.669,3.362
Ag Sr Ta,1.33,3.028
Ag Sr W,1.745,3.318
Ag Os Sr,1.612,4.146
Ag Ir Sr,1.801,3.447
Ag Pt Sr,1.41,2.971
Ag Au Sr,1.388,2.763
Ag Hg Sr,1.417,3.756
Ag Sr Tl,1.539,3.811
Ag Pb Sr,1.48,2.734
Cd In Sr,0.609,3.097
Cd Cs Sr,1.169,3.903
Ba Cd Sr,0.903,3.248
Cd Hf Sr,1.148,3.724
Cd Sr Ta,0.73,3.403
Cd Sr W,1.238,3.682
Cd Os Sr,1.079,4.482
Cd Ir Sr,1.306,3.807
Cd Sr Tl,0.99,4.158
In Sn Sr,0.559,2.44
Cs In Sr,1.159,3.548
Ba In Sr,0.891,2.868
Hf In Sr,1.137,3.363
In Sr Ta,0.717,3.029
In Sr W,1.228,3.319
In Os Sr,1.069,4.147
In Sr Tl,0.979,3.812
Cs Sn Sr,1.13,3.301
Hf Sn Sr,1.108,3.111
Sn Sr Ta,0.683,2.769
Sn Sr W,1.2,3.067
Os Sn Sr,1.039,3.915
Ba Cs Sr,1.397,3.692
Cs Hf Sr,1.602,4.148
Cs Sr Ta,1.255,3.84
Cs Sr W,1.679,4.108
Cs Os Sr,1.544,4.877
Cs Ir Sr,1.737,4.227
Cs Pt Sr,1.337,3.787
Au Cs Sr,1.315,3.597
Cs Hg Sr,1.344,4.514
Cs Sr Tl,1.469,4.565
Cs Pb Sr,1.408,3.57
Bi Cs Sr,1.55,3.579
Ba Hf Sr,1.377,3.51
Ba Sr Ta,0.998,3.181
Ba Sr W,1.46,3.467
Ba Os Sr,1.314,4.283
Ba Ir Sr,1.522,3.594
Ba Pt Sr,1.089,3.125
Au Ba Sr,1.064,2.92
Ba Hg Sr,1.096,3.899
Ba Sr Tl,1.233,3.953
Hf Sr Ta,1.234,3.661
Hf Sr W,1.662,3.933
Hf Os Sr,1.525,4.715
Hf Ir Sr,1.72,4.054
Hf Pt Sr,1.317,3.607
Au Hf Sr,1.295,3.413
Hf Hg Sr,1.324,4.346
Hf Sr Tl,1.45,4.398
Hf Pb Sr,1.389,3.386
Bi Hf Sr,1.531,3.395
Sr Ta W,1.322,3.619
Os Sr Ta,1.168,4.423
Ir Sr Ta,1.387,3.744
Pt Sr Ta,0.929,3.282
Au Sr Ta,0.903,3.081
Hg Sr Ta,0.937,4.044
Sr Ta Tl,1.082,4.097
Pb Sr Ta,1.012,3.053
Bi Sr Ta,1.175,3.063
Os Sr W,1.605,4.677
Ir Sr W,1.794,4.014
Pt Sr W,1.402,3.565
Au Sr W,1.38,3.369
Hg Sr W,1.409,4.306
Sr Tl W,1.531,4.358
Pb Sr W,1.472,3.342
Bi Sr W,1.61,3.352
Ir Os Sr,1.664,4.79
Os Pt Sr,1.253,4.373
Au Os Sr,1.23,4.193
Hg Os Sr,1.26,5.063
Os Sr Tl,1.389,5.111
Os Pb Sr,1.326,4.168
Bi Os Sr,1.472,4.177
Ir Pt Sr,1.466,3.691
Au Ir Sr,1.444,3.498
Hg Ir Sr,1.472,4.424
Ir Sr Tl,1.592,4.475
Ir Pb Sr,1.534,3.471
Bi Ir Sr,1.67,3.48
Hg Pt Sr,1.03,3.992
Pt Sr Tl,1.17,4.046
Pb Pt Sr,1.102,2.996
Au Hg Sr,1.004,3.805
Au Sr Tl,1.146,3.86
Au Pb Sr,1.077,2.788
Hg Sr Tl,1.177,4.755
Bi Hg Sr,1.266,3.788
Pb Sr Tl,1.245,3.834
Bi Sr Tl,1.395,3.843
Bi Pb Sr,1.332,2.769
Nb Y Zr,0.858,2.04
Mo Y Zr,0.922,1.788
Ag Y Zr,1.129,1.824
Cd Y Zr,0.467,2.251
In Y Zr,0.453,1.825
Sn Y Zr,0.413,1.525
Cs Y Zr,1.048,2.744
Ba Y Zr,0.767,1.999
Hf Y Zr,1.025,2.542
Ta Y Zr,0.583,2.177
W Y Zr,1.12,2.495
Os Y Zr,0.954,3.393
Ir Y Zr,1.19,2.636
Pt Y Zr,0.691,2.114
Au Y Zr,0.661,1.884
Hg Y Zr,0.699,2.972
Tl Y Zr,0.859,3.031
Pb Y Zr,0.782,1.852
Bi Y Zr,0.961,1.863
Mo Nb Y,1.159,2.218
Ag Nb Y,1.349,2.252
Cd Nb Y,0.753,2.659
In Nb Y,0.741,2.253
Nb Sn Y,0.707,1.968
Cs Nb Y,1.274,3.131
Ba Nb Y,1.019,2.419
Hf Nb Y,1.253,2.937
Nb Ta Y,0.855,2.588
Nb W Y,1.34,2.892
Nb Os Y,1.188,3.755
Ir Nb Y,1.405,3.027
Nb Pt Y,0.951,2.528
Au Nb Y,0.924,2.309
Hg Nb Y,0.958,3.349
Nb Tl Y,1.102,3.406
Nb Pb Y,1.033,2.279
Bi Nb Y,1.194,2.289
Ag Mo Y,1.402,2.007
Cd Mo Y,0.82,2.425
In Mo Y,0.808,2.008
Mo Sn Y,0.775,1.714
Cs Mo Y,1.328,2.909
Ba Mo Y,1.079,2.178
Hf Mo Y,1.308,2.711
Mo Ta Y,0.919,2.352
Mo W Y,1.394,2.664
Mo Os Y,1.244,3.547
Ir Mo Y,1.457,2.802
Mo Pt Y,1.012,2.291
Au Mo Y,0.987,2.066
Hg Mo Y,1.019,3.132
Mo Tl Y,1.16,3.191
Mo Pb Y,1.092,2.034
Bi Mo Y,1.25,2.045
Ag Cd Y,1.036,2.458
Ag Cs Y,1.507,2.94
Ag Ba Y,1.274,2.212
Ag Hf Y,1.488,2.743
Ag Ta Y,1.126,2.386
Ag W Y,1.569,2.696
Ag Os Y,1.428,3.576
Ag Ir Y,1.629,2.834
Ag Pt Y,1.212,2.324
Ag Au Y,1.189,2.1
Ag Hg Y,1.219,3.163
Ag Tl Y,1.35,3.221
Ag Bi Y,1.434,2.08
Cd In Y,0.325,2.46
Cd Sn Y,0.282,2.182
Cd Cs Y,0.952,3.318
Ba Cd Y,0.658,2.621
Cd Hf Y,0.928,3.129
Cd Ta Y,0.463,2.787
Cd W Y,1.027,3.085
Cd Os Y,0.853,3.931
Cd Pt Y,0.578,2.728
Au Cd Y,0.547,2.515
Cd Hg Y,0.587,3.533
Cd Tl Y,0.755,3.589
Cd Pb Y,0.674,2.485
Bi Cd Y,0.861,2.495
Cs In Y,0.94,2.941
Ba In Y,0.645,2.214
Hf In Y,0.917,2.744
In Ta Y,0.449,2.387
In W Y,1.016,2.698
In Os Y,0.841,3.577
Hg In Y,0.573,3.164
In Tl Y,0.743,3.222
Bi In Y,0.849,2.081
Cs Sn Y,0.909,2.678
Ba Sn Y,0.61,1.927
Hf Sn Y,0.885,2.475
Sn Ta Y,0.409,2.107
Sn W Y,0.985,2.427
Os Sn Y,0.809,3.331
Hg Sn Y,0.536,2.907
Sn Tl Y,0.708,2.967
Pb Sn Y,0.626,1.779
Bi Sn Y,0.816,1.79
Ba Cs Y,1.198,3.095
Cs Hf Y,1.417,3.578
Cs Ta Y,1.045,3.252
Cs W Y,1.5,3.536
Cs Os Y,1.356,4.347
Cs Ir Y,1.561,3.662
Cs Pt Y,1.134,3.196
Au Cs Y,1.11,2.993
Cs Hg Y,1.141,3.965
Cs Tl Y,1.275,4.018
Cs Pb Y,1.21,2.965
Bi Cs Y,1.362,2.975
Ba Hf Y,1.176,2.901
Ba Ta Y,0.764,2.55
Ba W Y,1.266,2.855
Ba Os Y,1.109,3.721
Ba Ir Y,1.332,2.991
Ba Pt Y,0.864,2.49
Au Ba Y,0.836,2.27
Ba Hg Y,0.871,3.314
Ba Tl Y,1.021,3.371
Ba Pb Y,0.949,2.239
Ba Bi Y,1.115,2.25
Hf Ta Y,1.023,3.062
Hf W Y,1.481,3.351
Hf Os Y,1.336,4.176
Hf Ir Y,1.543,3.479
Hf Pt Y,1.112,3.005
Au Hf Y,1.088,2.797
Hf Hg Y,1.119,3.787
Hf Tl Y,1.255,3.842
Hf Pb Y,1.189,2.768
Bi Hf Y,1.342,2.778
Ta W Y,1.117,3.017
Os Ta Y,0.951,3.869
Ir Ta Y,1.188,3.15
Pt Ta Y,0.687,2.658
Au Ta Y,0.658,2.443
Hg Ta Y,0.696,3.468
Ta Tl Y,0.856,3.525
Pb Ta Y,0.779,2.412
Bi Ta Y,0.958,2.423
Os W Y,1.42,4.136
Ir W Y,1.621,3.436
Pt W Y,1.204,2.959
Au W Y,1.18,2.751
Hg W Y,1.211,3.746
Tl W Y,1.342,3.801
Pb W Y,1.278,2.722
Bi W Y,1.426,2.732
Ir Os Y,1.483,4.255
Os Pt Y,1.043,3.816
Au Os Y,1.018,3.626
Hg Os Y,1.05,4.541
Os Tl Y,1.189,4.592
Os Pb Y,1.122,3.599
Bi Os Y,1.278,3.609
Ir Pt Y,1.272,3.093
Au Ir Y,1.249,2.888
Hg Ir Y,1.279,3.869
Ir Tl Y,1.407,3.924
Ir Pb Y,1.345,2.86
Bi Ir Y,1.489,2.869
Au Pt Y,0.763,2.381
Hg Pt Y,0.799,3.414
Pt Tl Y,0.952,3.47
Pb Pt Y,0.878,2.351
Au Hg Y,0.771,3.215
Au Tl Y,0.926,3.273
Au Bi Y,1.025,2.139
Hg Tl Y,0.96,4.219
Hg Pb Y,0.886,3.188
Bi Hg Y,1.057,3.197
Pb Tl Y,1.034,3.246
Bi Tl Y,1.196,3.255
Bi Pb Y,1.129,2.107
Ag Nb Zr,1.299,2.324
Cd Nb Zr,0.69,2.729
In Nb Zr,0.677,2.326
Cs Nb Zr,1.223,3.196
Ba Nb Zr,0.963,2.49
Nb Ta Zr,0.794,2.658
Nb W Zr,1.291,2.96
Nb Os Zr,1.135,3.816
Ir Nb Zr,1.357,3.094
Nb Pt Zr,0.893,2.598
Au Nb Zr,0.866,2.382
Hg Nb Zr,0.901,3.414
Nb Tl Zr,1.048,3.47
Nb Pb Zr,0.977,2.351
Bi Nb Zr,1.142,2.362
Ag Mo Zr,1.353,2.081
Cd Mo Zr,0.759,2.497
In Mo Zr,0.747,2.083
Mo Sn Zr,0.713,1.792
Cs Mo Zr,1.279,2.976
Ba Mo Zr,1.024,2.251
Mo Ta Zr,0.86,2.424
Mo Os Zr,1.192,3.61
Ir Mo Zr,1.41,2.871
Mo Pt Zr,0.956,2.363
Au Mo Zr,0.93,2.14
Hg Mo Zr,0.963,3.198
Mo Tl Zr,1.107,3.256
Mo Pb Zr,1.038,2.109
Bi Mo Zr,1.199,2.12
Ag Cd Zr,0.98,2.529
Ag Sn Zr,0.938,1.827
Ag Cs Zr,1.461,3.007
Ag Ba Zr,1.223,2.285
Ag Hf Zr,1.441,2.812
Ag Ta Zr,1.072,2.457
Ag W Zr,1.523,2.766
Ag Os Zr,1.38,3.639
Ag Ir Zr,1.584,2.902
Ag Pt Zr,1.16,2.396
Ag Au Zr,1.136,2.174
Ag Hg Zr,1.167,3.229
Ag Tl Zr,1.301,3.287
Ag Bi Zr,1.386,2.154
Cd In Zr,0.246,2.531
Cd Sn Zr,0.202,2.255
Cd Cs Zr,0.894,3.383
Ba Cd Zr,0.592,2.691
Cd Hf Zr,0.87,3.195
Cd Ta Zr,0.39,2.856
Cd W Zr,0.971,3.151
Cd Os Zr,0.793,3.992
Cd Ir Zr,1.045,3.282
Cd Pt Zr,0.509,2.797
Au Cd Zr,0.477,2.585
Cd Hg Zr,0.518,3.596
Cd Tl Zr,0.692,3.652
Bi Cd Zr,0.801,2.566
In Sn Zr,0.185,1.829
Cs In Zr,0.882,3.009
Ba In Zr,0.579,2.286
Hf In Zr,0.858,2.813
In Ta Zr,0.375,2.459
In W Zr,0.959,2.767
In Os Zr,0.781,3.64
Hg In Zr,0.504,3.23
In Tl Zr,0.679,3.288
Bi In Zr,0.789,2.155
Cs Sn Zr,0.85,2.747
Ba Sn Zr,0.542,2.003
Hf Sn Zr,0.826,2.546
Sn Ta Zr,0.334,2.181
Sn W Zr,0.928,2.498
Os Sn Zr,0.747,3.396
Au Sn Zr,0.423,1.888
Hg Sn Zr,0.466,2.975
Sn Tl Zr,0.644,3.034
Bi Sn Zr,0.755,1.867
Ba Cs Zr,1.145,3.161
Cs Hf Zr,1.369,3.641
Cs Ta Zr,0.989,3.317
Cs W Zr,1.453,3.599
Cs Os Zr,1.306,4.405
Cs Ir Zr,1.515,3.725
Cs Pt Zr,1.08,3.262
Au Cs Zr,1.055,3.06
Cs Hg Zr,1.087,4.025
Cs Tl Zr,1.225,4.079
Cs Pb Zr,1.158,3.032
Bi Cs Zr,1.313,3.042
Ba Hf Zr,1.124,2.968
Ba Ta Zr,0.701,2.62
Ba W Zr,1.215,2.923
Ba Os Zr,1.055,3.783
Ba Ir Zr,1.283,3.058
Ba Pt Zr,0.804,2.56
Au Ba Zr,0.776,2.343
Ba Hg Zr,0.812,3.379
Ba Tl Zr,0.964,3.436
Ba Pb Zr,0.891,2.312
Ba Bi Zr,1.061,2.323
Hf Ta Zr,0.966,3.128
Hf Os Zr,1.286,4.235
Hf Ir Zr,1.496,3.543
Hf Pt Zr,1.058,3.071
Au Hf Zr,1.033,2.866
Hf Hg Zr,1.065,3.849
Hf Tl Zr,1.204,3.903
Hf Pb Zr,1.137,2.837
Bi Hf Zr,1.292,2.847
Ta W Zr,1.063,3.084
Os Ta Zr,0.893,3.93
Ir Ta Zr,1.135,3.216
Pt Ta Zr,0.622,2.727
Au Ta Zr,0.592,2.514
Hg Ta Zr,0.631,3.532
Ta Tl Zr,0.796,3.588
Pb Ta Zr,0.717,2.484
Bi Ta Zr,0.9,2.494
Os W Zr,1.372,4.195
Ir W Zr,1.576,3.5
Pt W Zr,1.152,3.027
Au W Zr,1.128,2.82
Hg W Zr,1.159,3.808
Tl W Zr,1.292,3.862
Pb W Zr,1.228,2.791
Bi W Zr,1.378,2.801
Os Pt Zr,0.987,3.878
Hg Os Zr,0.995,4.598
Os Tl Zr,1.137,4.649
Os Pb Zr,1.068,3.662
Bi Os Zr,1.228,3.671
Au Ir Zr,1.198,2.956
Hg Ir Zr,1.228,3.931
Ir Tl Zr,1.358,3.984
Ir Pb Zr,1.295,2.927
Au Pt Zr,0.7,2.453
Hg Pt Zr,0.737,3.478
Pt Tl Zr,0.895,3.534
Pb Pt Zr,0.819,2.423
Bi Pt Zr,0.994,2.433
Au Hg Zr,0.708,3.281
Au Tl Zr,0.868,3.338
Au Pb Zr,0.791,2.202
Au Bi Zr,0.969,2.212
Hg Tl Zr,0.902,4.278
Hg Pb Zr,0.827,3.253
Bi Hg Zr,1.002,3.263
Pb Tl Zr,0.978,3.311
Bi Tl Zr,1.143,3.32
Bi Pb Zr,1.075,2.181
Ag Mo Nb,1.556,2.497
Cd Mo Nb,1.012,2.893
In Mo Nb,1.001,2.498
Cs Mo Nb,1.487,3.353
Ba Mo Nb,1.252,2.659
Hf Mo Nb,1.468,3.165
Mo Nb Os,1.407,3.964
Ir Mo Nb,1.609,3.252
Mo Nb Pt,1.19,2.766
Au Mo Nb,1.166,2.553
Hg Mo Nb,1.197,3.567
Mo Nb Tl,1.328,3.623
Mo Nb Pb,1.265,2.523
Bi Mo Nb,1.413,2.533
Ag Cd Nb,1.212,2.925
Ag In Nb,1.202,2.531
Ag Nb Sn,1.174,2.255
Ag Cs Nb,1.657,3.383
Ag Ba Nb,1.436,2.691
Ag Hf Nb,1.639,3.195
Ag Nb Ta,1.297,2.856
Ag Nb W,1.715,3.151
Ag Nb Os,1.582,3.992
Ag Ir Nb,1.773,3.282
Ag Nb Pt,1.378,2.797
Ag Au Nb,1.355,2.586
Ag Hg Nb,1.384,3.597
Ag Nb Tl,1.508,3.652
Ag Nb Pb,1.448,2.556
Ag Bi Nb,1.587,2.566
Cd In Nb,0.564,2.926
Cd Nb Sn,0.527,2.662
Cd Cs Nb,1.134,3.745
Ba Cd Nb,0.863,3.08
Cd Hf Nb,1.112,3.564
Cd Nb Ta,0.687,3.238
Cd Nb W,1.204,3.522
Cd Nb Os,1.043,4.333
Cd Ir Nb,1.272,3.648
Cd Nb Pt,0.79,3.182
Au Cd Nb,0.762,2.978
Cd Hg Nb,0.798,3.951
Cd Nb Tl,0.952,4.005
Cd Nb Pb,0.878,2.95
Bi Cd Nb,1.049,2.96
In Nb Sn,0.513,2.257
Cs In Nb,1.123,3.385
Ba In Nb,0.851,2.693
Hf In Nb,1.101,3.197
In Nb Ta,0.674,2.857
In Nb W,1.193,3.152
In Nb Os,1.031,3.993
In Ir Nb,1.262,3.284
In Nb Pt,0.778,2.799
Au In Nb,0.75,2.587
Hg In Nb,0.786,3.598
In Nb Tl,0.94,3.653
In Nb Pb,0.866,2.557
Bi In Nb,1.038,2.567
Cs Nb Sn,1.094,3.134
Ba Nb Sn,0.819,2.422
Nb Sn W,1.165,2.895
Nb Os Sn,1.001,3.757
Ir Nb Sn,1.234,3.03
Nb Pt Sn,0.744,2.531
Au Nb Sn,0.716,2.313
Hg Nb Sn,0.753,3.352
Nb Sn Tl,0.909,3.409
Nb Pb Sn,0.834,2.282
Bi Nb Sn,1.008,2.293
Ba Cs Nb,1.364,3.531
Cs Hf Nb,1.572,3.994
Cs Nb Ta,1.221,3.682
Cs Nb W,1.65,3.954
Cs Nb Os,1.513,4.734
Cs Ir Nb,1.708,4.075
Cs Nb Pt,1.304,3.628
Au Cs Nb,1.281,3.434
Cs Hg Nb,1.31,4.366
Cs Nb Tl,1.437,4.417
Cs Nb Pb,1.376,3.407
Bi Cs Nb,1.519,3.417
Ba Hf Nb,1.344,3.346
Ba Nb Ta,0.96,3.012
Ba Nb W,1.428,3.302
Ba Nb Os,1.28,4.131
Ba Ir Nb,1.491,3.432
Ba Nb Pt,1.052,2.954
Au Ba Nb,1.027,2.746
Ba Hg Nb,1.059,3.741
Ba Nb Tl,1.198,3.796
Ba Nb Pb,1.131,2.717
Ba Bi Nb,1.287,2.727
Hf Nb Ta,1.2,3.5
Hf Nb W,1.632,3.776
Hf Nb Os,1.494,4.569
Hf Ir Nb,1.69,3.899
Hf Nb Pt,1.284,3.445
Au Hf Nb,1.261,3.247
Hf Hg Nb,1.29,4.195
Hf Nb Tl,1.418,4.248
Hf Nb Pb,1.356,3.22
Bi Hf Nb,1.5,3.229
Nb Os Ta,1.133,4.274
Ir Nb Ta,1.354,3.584
Nb Pt Ta,0.89,3.114
Au Nb Ta,0.863,2.91
Hg Nb Ta,0.898,3.889
Nb Ta Tl,1.045,3.943
Nb Pb Ta,0.974,2.881
Bi Nb Ta,1.139,2.891
Nb Os W,1.574,4.53
Ir Nb W,1.766,3.858
Nb Pt W,1.37,3.402
Au Nb W,1.347,3.203
Hg Nb W,1.376,4.155
Nb Tl W,1.5,4.208
Nb Pb W,1.44,3.176
Bi Nb W,1.58,3.185
Ir Nb Os,1.634,4.645
Nb Os Pt,1.219,4.223
Hg Nb Os,1.225,4.922
Nb Os Tl,1.356,4.971
Nb Os Pb,1.293,4.015
Bi Nb Os,1.44,4.023
Ir Nb Pt,1.434,3.53
Hg Ir Nb,1.44,4.274
Ir Nb Tl,1.561,4.326
Ir Nb Pb,1.502,3.307
Bi Ir Nb,1.64,3.316
Hg Nb Pt,0.992,3.836
Nb Pt Tl,1.134,3.891
Nb Pb Pt,1.066,2.823
Bi Nb Pt,1.225,2.833
Au Hg Nb,0.966,3.646
Au Nb Tl,1.11,3.702
Au Nb Pb,1.04,2.612
Au Bi Nb,1.201,2.622
Hg Nb Tl,1.141,4.61
Hg Nb Pb,1.073,3.62
Bi Hg Nb,1.232,3.629
Nb Pb Tl,1.211,3.675
Bi Nb Tl,1.362,3.684
Bi Nb Pb,1.299,2.592
Ag Cd Mo,1.268,2.698
Ag In Mo,1.258,2.294
Ag Mo Sn,1.23,2.01
Ag Cs Mo,1.705,3.167
Ag Ba Mo,1.487,2.458
Ag Hf Mo,1.687,2.975
Ag Mo Ta,1.35,2.627
Ag Mo W,1.762,2.93
Ag Mo Os,1.631,3.789
Ag Ir Mo,1.819,3.064
Ag Mo Pt,1.43,2.567
Ag Au Mo,1.408,2.35
Ag Hg Mo,1.436,3.385
Ag Mo Tl,1.558,3.442
Ag Mo Pb,1.499,2.319
Ag Bi Mo,1.636,2.33
Cd In Mo,0.637,2.699
Cd Mo Sn,0.601,2.429
Cd Cs Mo,1.191,3.537
Ba Cd Mo,0.927,2.857
Cd Hf Mo,1.17,3.352
Cd Mo Ta,0.756,3.018
Cd Mo W,1.259,3.309
Cd Mo Os,1.102,4.137
Cd Ir Mo,1.326,3.438
Cd Mo Pt,0.856,2.961
Au Cd Mo,0.829,2.753
Cd Hg Mo,0.864,3.747
Cd Mo Tl,1.013,3.802
Cd Mo Pb,0.941,2.724
Bi Cd Mo,1.108,2.734
In Mo Sn,0.587,2.011
Cs In Mo,1.18,3.169
Ba In Mo,0.915,2.46
Hf In Mo,1.159,2.976
In Mo Ta,0.743,2.628
In Mo W,1.249,2.931
In Mo Os,1.091,3.79
In Ir Mo,1.316,3.065
In Mo Pt,0.844,2.568
Au In Mo,0.816,2.351
Hg In Mo,0.852,3.386
In Mo Tl,1.002,3.443
In Mo Pb,0.93,2.321
Bi In Mo,1.098,2.331
Cs Mo Sn,1.152,2.912
Ba Mo Sn,0.884,2.182
Hf Mo Sn,1.131,2.714
Mo Sn Ta,0.709,2.356
Mo Sn W,1.221,2.667
Mo Os Sn,1.062,3.55
Ir Mo Sn,1.289,2.806
Mo Pt Sn,0.811,2.294
Au Mo Sn,0.784,2.069
Hg Mo Sn,0.819,3.136
Mo Sn Tl,0.972,3.194
Mo Pb Sn,0.898,2.038
Bi Mo Sn,1.068,2.049
Ba Cs Mo,1.416,3.318
Cs Hf Mo,1.621,3.791
Cs Mo Ta,1.276,3.472
Cs Mo W,1.698,3.75
Cs Mo Os,1.563,4.545
Cs Ir Mo,1.755,3.873
Cs Mo Pt,1.358,3.418
Au Cs Mo,1.335,3.22
Cs Hg Mo,1.364,4.17
Cs Mo Tl,1.488,4.222
